5 - 16 - 4 - 45 - 27 - 29		263
5 - 16 - 4 - 22 - 40 - 25 - 37 - 30		437
5 - 16 - 4 - 45 - 27 - 29 - 28 - 31		393
5 - 16 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 32		445
5 - 16 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 32 - 33		477
5 - 16 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 34		483
5 - 16 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 35		458
5 - 16 - 4 - 22 - 40 - 25 - 37 - 30 - 36		481
5 - 16 - 4 - 22 - 40 - 25 - 37		335
5 - 16 - 4 - 22 - 21 - 38		308
5 - 16 - 4 - 22 - 21 - 39		233
5 - 16 - 4 - 22 - 40		215
5 - 48 - 7 - 49 - 42 - 41		193
5 - 48 - 7 - 49 - 42		130
5 - 44 - 8 - 43		111
5 - 44		39
5 - 16 - 4 - 45		155
5 - 16 - 15 - 46		99
5 - 16 - 15 - 46 - 19 - 47		149
5 - 48		12
5 - 48 - 7 - 49		98
5 - 50		80
6 - 20 - 7		97
6 - 20 - 7 - 50 - 43 - 8		208
6 - 20 - 7 - 50 - 43 - 8 - 13 - 9		314
6 - 20 - 7 - 50 - 43 - 8 - 13 - 9 - 10		372
6 - 19 - 46 - 18 - 22 - 4 - 45 - 14 - 11		394
6 - 20 - 7 - 50 - 43 - 8 - 13 - 9 - 12		368
6 - 20 - 7 - 50 - 43 - 8 - 13		267
6 - 19 - 46 - 18 - 22 - 4 - 45 - 14		300
6 - 19 - 46 - 15		151
6 - 19 - 46 - 15 - 16		176
6 - 20 - 7 - 48 - 17		159
6 - 19 - 46 - 18		106
6 - 19		54
6 - 20		40
6 - 19 - 24 - 23 - 21		187
6 - 19 - 46 - 18 - 22		163
6 - 19 - 24 - 23		130
6 - 19 - 24		108
6 - 19 - 46 - 18 - 22 - 40 - 25		292
6 - 19 - 46 - 18 - 22 - 40 - 26		303
6 - 19 - 46 - 18 - 22 - 4 - 45 - 27		315
6 - 19 - 46 - 18 - 22 - 4 - 45 - 27 - 29 - 28		411
6 - 19 - 46 - 18 - 22 - 4 - 45 - 27 - 29		361
6 - 19 - 46 - 18 - 22 - 40 - 25 - 37 - 30		465
6 - 19 - 46 - 18 - 22 - 4 - 45 - 27 - 29 - 28 - 31		491
6 - 19 - 46 - 18 - 22 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 32		543
6 - 19 - 46 - 18 - 22 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 32 - 33		575
6 - 19 - 46 - 18 - 22 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 34		581
6 - 19 - 46 - 18 - 22 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 35		556
6 - 19 - 46 - 18 - 22 - 40 - 25 - 37 - 30 - 36		509
6 - 19 - 46 - 18 - 22 - 40 - 25 - 37		363
6 - 19 - 24 - 23 - 21 - 38		305
6 - 19 - 24 - 23 - 21 - 39		230
6 - 19 - 46 - 18 - 22 - 40		243
6 - 41		60
6 - 41 - 42		123
6 - 20 - 7 - 50 - 43		175
6 - 20 - 7 - 50 - 44		189
6 - 19 - 46 - 18 - 22 - 4 - 45		253
6 - 19 - 46		99
6 - 19 - 47		59
6 - 20 - 7 - 48		148
6 - 20 - 7 - 49		132
6 - 20 - 7 - 50		135
7 - 50 - 43 - 8		111
7 - 50 - 43 - 8 - 13 - 9		217
7 - 50 - 43 - 8 - 13 - 9 - 10		275
7 - 50 - 43 - 8 - 13 - 9 - 10 - 11		334
7 - 50 - 43 - 8 - 13 - 9 - 12		271
7 - 50 - 43 - 8 - 13		170
7 - 50 - 43 - 8 - 13 - 14		246
7 - 48 - 17 - 15		87
7 - 48 - 5 - 16		85
7 - 48 - 17		62
7 - 48 - 17 - 15 - 46 - 18		146
7 - 20 - 6 - 19		151
7 - 20		57
7 - 48 - 17 - 15 - 46 - 18 - 24 - 23 - 21		250
7 - 48 - 5 - 16 - 4 - 22		198
7 - 48 - 17 - 15 - 46 - 18 - 24 - 23		193
7 - 48 - 17 - 15 - 46 - 18 - 24		171
7 - 48 - 5 - 16 - 4 - 22 - 40 - 25		327
7 - 48 - 5 - 16 - 4 - 45 - 27 - 26		330
7 - 48 - 5 - 16 - 4 - 45 - 27		280
7 - 48 - 5 - 16 - 4 - 45 - 27 - 29 - 28		376
7 - 48 - 5 - 16 - 4 - 45 - 27 - 29		326
7 - 48 - 5 - 16 - 4 - 22 - 40 - 25 - 37 - 30		500
7 - 48 - 5 - 16 - 4 - 45 - 27 - 29 - 28 - 31		456
7 - 48 - 5 - 16 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 32		508
7 - 48 - 5 - 16 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 32 - 33		540
7 - 48 - 5 - 16 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 34		546
7 - 48 - 5 - 16 - 4 - 45 - 27 - 29 - 28 - 2 - 1 - 35		521
7 - 48 - 5 - 16 - 4 - 22 - 40 - 25 - 37 - 30 - 36		544
7 - 48 - 5 - 16 - 4 - 22 - 40 - 25 - 37		398
7 - 48 - 17 - 15 - 46 - 18 - 24 - 23 - 21 - 38		368
7 - 48 - 17 - 15 - 46 - 18 - 24 - 23 - 21 - 39		293
7 - 48 - 5 - 16 - 4 - 22 - 40		278
7 - 49 - 42 - 41		130
7 - 49 - 42		67
7 - 50 - 43		78
7 - 50 - 44		92
7 - 48 - 5 - 16 - 4 - 45		218
7 - 48 - 17 - 15 - 46		139
7 - 20 - 6 - 19 - 47		156
7 - 48		51
7 - 49		35
7 - 50		38
8 - 13 - 9		106
8 - 13 - 9 - 10		164
8 - 13 - 9 - 10 - 11		223
8 - 13 - 9 - 12		160
8 - 13		59
8 - 13 - 14		135
8 - 44 - 5 - 16 - 15		125
8 - 44 - 5 - 16		100
8 - 44 - 5 - 48 - 17		101
8 - 44 - 5 - 16 - 15 - 46 - 18		184
8 - 44 - 5 - 16 - 15 - 46 - 19		222
8 - 43 - 50 - 7 - 20		168
8 - 44 - 5 - 16 - 4 - 22 - 21		268
8 - 44 - 5 - 16 - 4 - 22		213
8 - 44 - 5 - 16 - 15 - 46 - 18 - 24 - 23		231
8 - 44 - 5 - 16 - 15 - 46 - 18 - 24		209
8 - 44 - 5 - 16 - 4 - 22 - 40 - 25		342
8 - 13 - 14 - 45 - 27 - 26		294
8 - 13 - 14 - 45 - 27		244
8 - 13 - 14 - 45 - 27 - 29 - 28		340
8 - 13 - 14 - 45 - 27 - 29		290
8 - 44 - 5 - 16 - 4 - 22 - 40 - 25 - 37 - 30		515
8 - 13 - 14 - 45 - 27 - 29 - 28 - 31		420
8 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32		472
8 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32 - 33		504
8 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 34		510
8 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35		485
8 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 36		539
8 - 44 - 5 - 16 - 4 - 22 - 40 - 25 - 37		413
8 - 44 - 5 - 16 - 4 - 22 - 21 - 38		386
8 - 44 - 5 - 16 - 4 - 22 - 21 - 39		311
8 - 44 - 5 - 16 - 4 - 22 - 40		293
8 - 43 - 50 - 7 - 49 - 42 - 41		241
8 - 43 - 50 - 7 - 49 - 42		178
8 - 43		33
8 - 44		39
8 - 13 - 14 - 45		182
8 - 44 - 5 - 16 - 15 - 46		177
8 - 44 - 5 - 16 - 15 - 46 - 19 - 47		227
8 - 44 - 5 - 48		90
8 - 43 - 50 - 7 - 49		146
8 - 43 - 50		73
9 - 10		58
9 - 10 - 11		117
9 - 12		54
9 - 13		47
9 - 13 - 14		123
9 - 13 - 8 - 44 - 5 - 16 - 15		231
9 - 13 - 8 - 44 - 5 - 16		206
9 - 13 - 8 - 44 - 5 - 48 - 17		207
9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 18		290
9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 19		328
9 - 13 - 8 - 43 - 50 - 7 - 20		274
9 - 13 - 14 - 45 - 4 - 22 - 21		315
9 - 13 - 14 - 45 - 4 - 22		260
9 - 13 - 14 - 45 - 4 - 22 - 23		306
9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 18 - 24		315
9 - 13 - 14 - 45 - 27 - 26 - 25		357
9 - 13 - 14 - 45 - 27 - 26		282
9 - 13 - 14 - 45 - 27		232
9 - 13 - 14 - 45 - 27 - 29 - 28		328
9 - 13 - 14 - 45 - 27 - 29		278
9 - 13 - 14 - 45 - 27 - 26 - 25 - 37 - 30		530
9 - 13 - 14 - 45 - 27 - 29 - 28 - 31		408
9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32		460
9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32 - 33		492
9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 34		498
9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35		473
9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 36		527
9 - 13 - 14 - 45 - 27 - 26 - 25 - 37		428
9 - 13 - 14 - 45 - 4 - 22 - 21 - 38		433
9 - 13 - 14 - 45 - 4 - 22 - 21 - 39		358
9 - 13 - 14 - 45 - 4 - 22 - 40		340
9 - 13 - 8 - 43 - 50 - 7 - 49 - 42 - 41		347
9 - 13 - 8 - 43 - 50 - 7 - 49 - 42		284
9 - 13 - 8 - 43		139
9 - 13 - 8 - 44		145
9 - 13 - 14 - 45		170
9 - 13 - 8 - 44 - 5 - 16 - 15 - 46		283
9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 19 - 47		333
9 - 13 - 8 - 44 - 5 - 48		196
9 - 13 - 8 - 43 - 50 - 7 - 49		252
9 - 13 - 8 - 43 - 50		179
10 - 11		59
10 - 12		56
10 - 9 - 13		105
10 - 11 - 14		153
10 - 9 - 13 - 8 - 44 - 5 - 16 - 15		289
10 - 9 - 13 - 8 - 44 - 5 - 16		264
10 - 9 - 13 - 8 - 44 - 5 - 48 - 17		265
10 - 11 - 14 - 45 - 4 - 22 - 18		347
10 - 9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 19		386
10 - 9 - 13 - 8 - 43 - 50 - 7 - 20		332
10 - 11 - 14 - 45 - 4 - 22 - 21		345
10 - 11 - 14 - 45 - 4 - 22		290
10 - 11 - 14 - 45 - 4 - 22 - 23		336
10 - 11 - 14 - 45 - 4 - 22 - 23 - 24		358
10 - 11 - 14 - 45 - 27 - 26 - 25		387
10 - 11 - 14 - 45 - 27 - 26		312
10 - 11 - 14 - 45 - 27		262
10 - 11 - 14 - 45 - 27 - 29 - 28		358
10 - 11 - 14 - 45 - 27 - 29		308
10 - 11 - 14 - 45 - 27 - 26 - 25 - 37 - 30		560
10 - 11 - 14 - 45 - 27 - 29 - 28 - 31		438
10 - 11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32		490
10 - 11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32 - 33		522
10 - 11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 34		528
10 - 11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35		503
10 - 11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 36		557
10 - 11 - 14 - 45 - 27 - 26 - 25 - 37		458
10 - 11 - 14 - 45 - 4 - 22 - 21 - 38		463
10 - 11 - 14 - 45 - 4 - 22 - 21 - 39		388
10 - 11 - 14 - 45 - 4 - 22 - 40		370
10 - 9 - 13 - 8 - 43 - 50 - 7 - 49 - 42 - 41		405
10 - 9 - 13 - 8 - 43 - 50 - 7 - 49 - 42		342
10 - 9 - 13 - 8 - 43		197
10 - 9 - 13 - 8 - 44		203
10 - 11 - 14 - 45		200
10 - 9 - 13 - 8 - 44 - 5 - 16 - 15 - 46		341
10 - 9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 19 - 47		391
10 - 9 - 13 - 8 - 44 - 5 - 48		254
10 - 9 - 13 - 8 - 43 - 50 - 7 - 49		310
10 - 9 - 13 - 8 - 43 - 50		237
11 - 10 - 12		115
11 - 10 - 9 - 13		164
11 - 14		94
11 - 14 - 45 - 4 - 16 - 15		299
11 - 14 - 45 - 4 - 16		274
11 - 14 - 45 - 4 - 16 - 5 - 48 - 17		319
11 - 14 - 45 - 4 - 22 - 18		288
11 - 14 - 45 - 4 - 22 - 18 - 46 - 19		340
11 - 10 - 9 - 13 - 8 - 43 - 50 - 7 - 20		391
11 - 14 - 45 - 4 - 22 - 21		286
11 - 14 - 45 - 4 - 22		231
11 - 14 - 45 - 4 - 22 - 23		277
11 - 14 - 45 - 4 - 22 - 23 - 24		299
11 - 14 - 45 - 27 - 26 - 25		328
11 - 14 - 45 - 27 - 26		253
11 - 14 - 45 - 27		203
11 - 14 - 45 - 27 - 29 - 28		299
11 - 14 - 45 - 27 - 29		249
11 - 14 - 45 - 27 - 26 - 25 - 37 - 30		501
11 - 14 - 45 - 27 - 29 - 28 - 31		379
11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32		431
11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32 - 33		463
11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 34		469
11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35		444
11 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 36		498
11 - 14 - 45 - 27 - 26 - 25 - 37		399
11 - 14 - 45 - 4 - 22 - 21 - 38		404
11 - 14 - 45 - 4 - 22 - 21 - 39		329
11 - 14 - 45 - 4 - 22 - 40		311
11 - 14 - 45 - 4 - 22 - 18 - 46 - 19 - 47 - 41		433
11 - 10 - 9 - 13 - 8 - 43 - 50 - 7 - 49 - 42		401
11 - 10 - 9 - 13 - 8 - 43		256
11 - 10 - 9 - 13 - 8 - 44		262
11 - 14 - 45		141
11 - 14 - 45 - 4 - 22 - 18 - 46		295
11 - 14 - 45 - 4 - 22 - 18 - 46 - 19 - 47		345
11 - 14 - 45 - 4 - 16 - 5 - 48		308
11 - 10 - 9 - 13 - 8 - 43 - 50 - 7 - 49		369
11 - 10 - 9 - 13 - 8 - 43 - 50		296
12 - 9 - 13		101
12 - 9 - 13 - 14		177
12 - 9 - 13 - 8 - 44 - 5 - 16 - 15		285
12 - 9 - 13 - 8 - 44 - 5 - 16		260
12 - 9 - 13 - 8 - 44 - 5 - 48 - 17		261
12 - 9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 18		344
12 - 9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 19		382
12 - 9 - 13 - 8 - 43 - 50 - 7 - 20		328
12 - 9 - 13 - 14 - 45 - 4 - 22 - 21		369
12 - 9 - 13 - 14 - 45 - 4 - 22		314
12 - 9 - 13 - 14 - 45 - 4 - 22 - 23		360
12 - 9 - 13 - 8 - 44 - 5 - 16 - 15 - 46 - 18 - 24		369
12 - 9 - 13 - 14 - 45 - 27 - 26 - 25		411
12 - 9 - 13 - 14 - 45 - 27 - 26		336
12 - 9 - 13 - 14 - 45 - 27		286
12 - 9 - 13 - 14 - 45 - 27 - 29 - 28		382
12 - 9 - 13 - 14 - 45 - 27 - 29		332
12 - 9 - 13 - 14 - 45 - 27 - 26 - 25 - 37 - 30		584
12 - 9 - 13 - 14 - 45 - 27 - 29 - 28 - 31		462
12 - 9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32		514
12 - 9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 32 - 33		546
12 - 9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 34		552
12 - 9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35		527
12 - 9 - 13 - 14 - 45 - 27 - 29 - 28 - 2 - 1 - 35 - 36		581
12 - 9 - 13 - 14 - 45 - 27 - 26 - 25 - 37		482
12 - 9 - 13 - 14 - 45 - 4 - 22 - 21 - 38		487
12 - 9 - 13 - 14 - 45 - 4 - 22 - 21 - 39		412
12 - 9 - 13 - 14 - 45 - 4 - 22 - 40		394
12 - 9 - 13 - 8 - 43 - 50 - 7 - 49 - 42 - 41		401
12 - 9 - 13 - 8 - 43 - 50 - 7 - 49 - 42		338
12 - 9 - 13 - 8 - 43		193
12 - 9 - 13 - 8 - 44		199
